MessageSequentialID;StorageDate;FromIdentity;ToIdentity;Message;MessageOriginator
245856;2018-02-09 09:37:25.39 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃 
Te espero lá..";Bot
245861;2018-02-09 09:37:33.77 -02:00;carnabelo@msging.net;1791845890846647@messenger.gw.msging.net;" 🎵 Ô leva eu, LEva LEva  
Te espero lá..";Bot
245863;2018-02-09 09:37:34.49 -02:00;1585311751551557@messenger.gw.msging.net;carnabelo@msging.net;Não, tks.;User
245867;2018-02-09 09:37:40.89 -02:00;1791845890846647@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
245869;2018-02-09 09:37:42.81 -02:00;carnabelo@msging.net;1791845890846647@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco da Calixto.  👍;Bot
245871;2018-02-09 09:37:43.72 -02:00;1585311751551557@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
245876;2018-02-09 09:37:45.56 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;Isso ai!!! 😀 Não perca tempo, pq os blocos já estão saindo.  Corre que dá tempo!! 🎭  ;Bot
245880;2018-02-09 09:38:00.49 -02:00;1791845890846647@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
245881;2018-02-09 09:38:00.81 -02:00;1603886999679056@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
245885;2018-02-09 09:38:02.29 -02:00;carnabelo@msging.net;1791845890846647@messenger.gw.msging.net;Isso ai!!! 😀 Não perca tempo, pq os blocos já estão saindo.  Corre que dá tempo!! 🎭  ;Bot
245888;2018-02-09 09:38:11.68 -02:00;1603886999679056@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
245890;2018-02-09 09:38:13.20 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
245893;2018-02-09 09:38:14.20 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
245898;2018-02-09 09:38:17.07 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
245904;2018-02-09 09:38:19.83 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net; Tem muita gente falando que vai passar no Dona Clara neste carnaval ;Bot
245907;2018-02-09 09:38:20.57 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;A concentração do Cintura Fina vai ser na 👉 Praça do Peixe,  👈;Bot
245908;2018-02-09 09:38:20.83 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
245916;2018-02-09 09:38:32.87 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Floresta ;Bot
245919;2018-02-09 09:38:33.85 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
245921;2018-02-09 09:38:36.58 -02:00;1585311751551557@messenger.gw.msging.net;carnabelo@msging.net;eu vou;User
245923;2018-02-09 09:38:38.97 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;" 🎵 Ô leva eu, LEva LEva  
Te espero lá..";Bot
245928;2018-02-09 09:38:41.80 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
245931;2018-02-09 09:38:42.80 -02:00;carnabelo@msging.net;1603886999679056@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
245941;2018-02-09 09:39:40.32 -02:00;carnabelo@msging.net;1585311751551557@messenger.gw.msging.net;A concentração do Tira Queijo vai ser na 👉 Praça da Estação,  👈;Bot
245949;2018-02-09 09:40:16.90 -02:00;1609331692483756@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
245952;2018-02-09 09:40:23.72 -02:00;1609331692483756@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
245954;2018-02-09 09:40:25.06 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
245957;2018-02-09 09:40:26.06 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
245961;2018-02-09 09:40:37.87 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Funcionários ;Bot
245964;2018-02-09 09:40:38.88 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
246018;2018-02-09 09:41:43.83 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
246020;2018-02-09 09:41:45.45 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;E ai Lílian Tavares, o carnaval de BH já começou 🎉 🎭;Bot
246022;2018-02-09 09:41:48.65 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
246029;2018-02-09 09:42:10.70 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃 
Te espero lá..";Bot
246032;2018-02-09 09:42:17.26 -02:00;1609331692483756@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
246034;2018-02-09 09:42:19.31 -02:00;carnabelo@msging.net;1609331692483756@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o AbacaBloco.  👍;Bot
246037;2018-02-09 09:42:21.40 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;dancar;User
246039;2018-02-09 09:42:22.69 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;" 🎵   Só vem, só vem
";Bot
246041;2018-02-09 09:42:23.71 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Não existe época melhor para dançar e se divertir com sua família e amigos.;Bot
246043;2018-02-09 09:42:27.81 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
246046;2018-02-09 09:42:35.93 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;MenuHoje;User
246048;2018-02-09 09:42:37.84 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
246051;2018-02-09 09:42:55.48 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;Criança;User
246053;2018-02-09 09:42:58.33 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀 ;Bot
246058;2018-02-09 09:43:33.25 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;" 🎵 Ô leva eu, LEva LEva  
Te espero lá..";Bot
246072;2018-02-09 09:46:19.68 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
246074;2018-02-09 09:46:21.58 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloquim Dubem - Infantil.  👍;Bot
246140;2018-02-09 09:49:47.61 -02:00;1878585485516020@messenger.gw.msging.net;carnabelo@msging.net;tudo;User
246142;2018-02-09 09:49:49.02 -02:00;carnabelo@msging.net;1878585485516020@messenger.gw.msging.net;🎵 Que tiro foi esse que tá um arraso?!  😎;Bot
246144;2018-02-09 09:49:50.00 -02:00;carnabelo@msging.net;1878585485516020@messenger.gw.msging.net;Dançar, Beber e Beijar! Folia boa, folia gostosa, folia marota... Isso é carnaval!! 🎭;Bot
246146;2018-02-09 09:49:54.10 -02:00;carnabelo@msging.net;1878585485516020@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
246528;2018-02-09 10:17:04.29 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;Começar;User
246530;2018-02-09 10:17:06.29 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;E ai Samantha Almeida, o carnaval de BH já começou 🎉 🎭;Bot
246533;2018-02-09 10:17:09.58 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
246537;2018-02-09 10:17:16.90 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
246540;2018-02-09 10:17:26.12 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
246547;2018-02-09 10:17:47.32 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;Fiquei sabendo que perto daí tem uns blocos que não dá para perder👇;Bot
246553;2018-02-09 10:18:30.06 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;A concentração do Bloco da Proibida vai ser na 👉 Rua Guarapari, 1220 👈;Bot
246558;2018-02-09 10:18:43.92 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
246561;2018-02-09 10:19:00.62 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
246563;2018-02-09 10:19:02.02 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
246565;2018-02-09 10:19:02.99 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
246572;2018-02-09 10:19:09.53 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro neste carnaval ;Bot
246574;2018-02-09 10:19:10.53 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
246584;2018-02-09 10:19:41.78 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
246588;2018-02-09 10:19:51.26 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
246590;2018-02-09 10:19:53.23 -02:00;carnabelo@msging.net;1127109494059031@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Então, Brilha!.  👍;Bot
246594;2018-02-09 10:20:05.70 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
246597;2018-02-09 10:21:00.33 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
246650;2018-02-09 10:21:31.06 -02:00;1127109494059031@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
246669;2018-02-09 10:25:55.82 -02:00;1581354808650537@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
246674;2018-02-09 10:26:19.55 -02:00;carnabelo@msging.net;1581354808650537@messenger.gw.msging.net;Fiquei sabendo que perto daí tem uns blocos que não dá para perder👇;Bot
246741;2018-02-09 10:30:20.70 -02:00;1775285875836015@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
246744;2018-02-09 10:30:27.99 -02:00;1775285875836015@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
246747;2018-02-09 10:30:32.07 -02:00;1775285875836015@messenger.gw.msging.net;carnabelo@msging.net;10/02/2018;User
246749;2018-02-09 10:30:33.61 -02:00;carnabelo@msging.net;1775285875836015@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
246752;2018-02-09 10:30:34.58 -02:00;carnabelo@msging.net;1775285875836015@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
246756;2018-02-09 10:30:50.49 -02:00;carnabelo@msging.net;1775285875836015@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
246758;2018-02-09 10:30:51.50 -02:00;carnabelo@msging.net;1775285875836015@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
246881;2018-02-09 10:37:50.04 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;ads-bot-carnaval;User
246883;2018-02-09 10:37:54.06 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
246887;2018-02-09 10:38:07.56 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;dancar;User
246889;2018-02-09 10:38:09.04 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;" 🎵   Só vem, só vem
";Bot
246891;2018-02-09 10:38:10.04 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Não existe época melhor para dançar e se divertir com sua família e amigos.;Bot
246893;2018-02-09 10:38:14.19 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
246896;2018-02-09 10:38:26.04 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
246899;2018-02-09 10:38:36.22 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
246905;2018-02-09 10:39:08.54 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Fiquei sabendo que perto daí tem uns blocos que não dá para perder👇;Bot
246915;2018-02-09 10:39:46.67 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;Centro de bh no dia 11/02 qual blocos que tem;User
246916;2018-02-09 10:39:48.22 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Acho que o bairro centro vai bombar! 😎;Bot
246921;2018-02-09 10:40:22.16 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
246924;2018-02-09 10:40:28.62 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
246926;2018-02-09 10:40:30.58 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Baianas Ozadas.  👍;Bot
246929;2018-02-09 10:40:41.90 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
246932;2018-02-09 10:40:51.26 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;MenuAgenda;User
246935;2018-02-09 10:40:58.69 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
246937;2018-02-09 10:41:00.23 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
246940;2018-02-09 10:41:01.21 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
246942;2018-02-09 10:41:07.98 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
246995;2018-02-09 10:41:26.19 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
246998;2018-02-09 10:41:36.55 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;Menu 🏠;User
247003;2018-02-09 10:41:45.26 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
247008;2018-02-09 10:41:47.54 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net; Tem muita gente falando que vai passar no Centro  neste carnaval ;Bot
247010;2018-02-09 10:41:48.56 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
247017;2018-02-09 10:42:06.24 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Fiquei sabendo que perto daí tem uns blocos que não dá para perder👇;Bot
247022;2018-02-09 10:42:14.52 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃 
Te espero lá..";Bot
247025;2018-02-09 10:42:20.94 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
247027;2018-02-09 10:42:22.82 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Unidos do Samba Queixinho.  👍;Bot
247030;2018-02-09 10:42:31.42 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;Obrigada;User
247032;2018-02-09 10:42:34.42 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;😀 ;Bot
247035;2018-02-09 10:42:35.56 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Sei de uma coisa que você vai curtir muito. 😊  ;Bot
247036;2018-02-09 10:42:36.59 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Me mande uma foto, que farei uma mágica.  📷;Bot
247039;2018-02-09 10:42:54.52 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
247043;2018-02-09 10:43:04.60 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
247045;2018-02-09 10:43:06.55 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Circo Marimbondo - Infantil.  👍;Bot
247050;2018-02-09 10:43:22.93 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;Menu;User
247054;2018-02-09 10:43:24.06 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Compartilhe seu carnaval. 📷 🎭
 Envie sua foto com #CaiNaFolia #nomeDoBloco.";Bot
247059;2018-02-09 10:43:41.98 -02:00;1741624312525105@messenger.gw.msging.net;carnabelo@msging.net;Criança;User
247062;2018-02-09 10:43:44.55 -02:00;carnabelo@msging.net;1741624312525105@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀 ;Bot
247072;2018-02-09 10:44:28.38 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Compartilhe seu carnaval. 📷 🎭
 Envie sua foto com #CaiNaFolia #nomeDoBloco.";Bot
247134;2018-02-09 10:47:10.57 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Vem pra folia boa!!! 🎉  
Te espero lá..";Bot
247137;2018-02-09 10:47:15.34 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
247139;2018-02-09 10:47:17.34 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Unidos do Samba Queixinho.  👍;Bot
247142;2018-02-09 10:47:32.12 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;MenuDicas;User
247147;2018-02-09 10:47:43.00 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;#NOME?;User
247153;2018-02-09 10:48:06.57 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;A concentração do Unidos do Samba Queixinho vai ser na 👉 Praça da Liberdade(Alameda da Educação),  👈;Bot
247233;2018-02-09 10:56:23.49 -02:00;1774271939299975@messenger.gw.msging.net;carnabelo@msging.net;Onde vai ter quando come se lambuza na sexta dia 9?;User
247285;2018-02-09 10:56:26.30 -02:00;carnabelo@msging.net;1774271939299975@messenger.gw.msging.net;O carnaval já começou em BH e você não vai ficar fora, né?  🎉;Bot
247293;2018-02-09 10:58:44.06 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;Outros blocos;User
247296;2018-02-09 10:58:51.49 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;11/02/2018;User
247299;2018-02-09 10:58:53.08 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
247301;2018-02-09 10:58:54.04 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
247307;2018-02-09 10:59:08.00 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Centro ;Bot
247310;2018-02-09 10:59:09.01 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
247316;2018-02-09 10:59:29.47 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;A concentração do Bloco Angola Janga vai ser na 👉 Rua São Paulo,esquina com Avenida Amazonas  , 720 👈;Bot
247324;2018-02-09 10:59:42.71 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;eu vou;User
247327;2018-02-09 10:59:45.82 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;" 🎵 Ô leva eu, LEva LEva  
Te espero lá..";Bot
247330;2018-02-09 10:59:54.52 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
247332;2018-02-09 10:59:56.57 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco Angola Janga.  👍;Bot
247336;2018-02-09 11:00:05.33 -02:00;1405847226192467@messenger.gw.msging.net;carnabelo@msging.net;MenuMeusBlocos;User
247341;2018-02-09 11:00:28.95 -02:00;carnabelo@msging.net;1405847226192467@messenger.gw.msging.net;A concentração do Unidos do Samba Queixinho vai ser na 👉 Praça da Liberdade(Alameda da Educação),  👈;Bot
247464;2018-02-09 11:07:11.51 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;Juventude bronzeada;User
247466;2018-02-09 11:07:15.55 -02:00;carnabelo@msging.net;1553886408060409@messenger.gw.msging.net;Dá uma olhada no que encontrei para você por lá.  👀;Bot
247472;2018-02-09 11:08:09.25 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;Juventude;User
247474;2018-02-09 11:08:12.98 -02:00;carnabelo@msging.net;1553886408060409@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀;Bot
247480;2018-02-09 11:08:32.80 -02:00;carnabelo@msging.net;1553886408060409@messenger.gw.msging.net;" 🎵 Ô leva eu, LEva LEva  
Te espero lá..";Bot
247482;2018-02-09 11:08:38.56 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;quero sim;User
247484;2018-02-09 11:08:40.64 -02:00;carnabelo@msging.net;1553886408060409@messenger.gw.msging.net;Quando estiver quase na hora te chamo por aqui para o Bloco Juventude Bronzeada.  👍;Bot
247487;2018-02-09 11:08:51.89 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;Bronzeada;User
247489;2018-02-09 11:08:54.93 -02:00;carnabelo@msging.net;1553886408060409@messenger.gw.msging.net;Dá uma olhada no que encontrei para você 👀;Bot
247494;2018-02-09 11:09:19.12 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
247497;2018-02-09 11:09:23.89 -02:00;1553886408060409@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
247506;2018-02-09 11:09:45.23 -02:00;1242153709219386@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
247509;2018-02-09 11:09:58.61 -02:00;1242153709219386@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
247511;2018-02-09 11:10:00.16 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
247514;2018-02-09 11:10:01.14 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
247519;2018-02-09 11:10:36.77 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Floresta ;Bot
247521;2018-02-09 11:10:37.77 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
247576;2018-02-09 11:11:49.47 -02:00;1767958763279497@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
247581;2018-02-09 11:11:57.76 -02:00;1767958763279497@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
247583;2018-02-09 11:11:59.37 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
247586;2018-02-09 11:12:00.39 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net;"Diz aí... qual bairro você quer curtir os blocos?👇  
";Bot
247590;2018-02-09 11:12:08.97 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net; Não tenho dúvidas que vai dar para curtir muito no Floresta ;Bot
247592;2018-02-09 11:12:09.97 -02:00;carnabelo@msging.net;1767958763279497@messenger.gw.msging.net;Olha os blocos que encontrei para vc 👀 ;Bot
247605;2018-02-09 11:15:24.75 -02:00;1242153709219386@messenger.gw.msging.net;carnabelo@msging.net;📅 Agenda;User
247610;2018-02-09 11:15:45.34 -02:00;1773478542722236@messenger.gw.msging.net;carnabelo@msging.net;Hoje;User
247611;2018-02-09 11:15:45.97 -02:00;1242153709219386@messenger.gw.msging.net;carnabelo@msging.net;09/02/2018;User
247615;2018-02-09 11:15:47.55 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;A cidade toda vai bombar!;Bot
247616;2018-02-09 11:15:47.76 -02:00;carnabelo@msging.net;1773478542722236@messenger.gw.msging.net; Dê uma olhada nos blocos que vão sair ainda hoje. ;Bot
247618;2018-02-09 11:15:48.53 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;" Dê uma olhada em alguns bairros que vão ter blocos.👇 
";Bot
247624;2018-02-09 11:15:56.81 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;Parece que vai rolar muita coisa boa no Floresta ;Bot
247627;2018-02-09 11:15:57.82 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net; Em qual bloco vc vai? 👇;Bot
247684;2018-02-09 11:17:10.45 -02:00;carnabelo@msging.net;1242153709219386@messenger.gw.msging.net;" Não se esqueça de levar sua animação e alegria! 😃 
Te espero lá..";Bot
247689;2018-02-09 11:18:56.33 -02:00;1786606771401443@messenger.gw.msging.net;carnabelo@msging.net;hoje onde tem carnaval;User
247691;2018-02-09 11:18:58.10 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;E ai Marcelle Chieza, o carnaval de BH já começou 🎉 🎭;Bot
247693;2018-02-09 11:19:01.29 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;Se você não sabe onde ir, posso te ajudar com isso.;Bot
247698;2018-02-09 11:19:13.88 -02:00;1786606771401443@messenger.gw.msging.net;carnabelo@msging.net;dancar;User
247700;2018-02-09 11:19:15.31 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;"🎵   A paradinha, ah ah ah ah 🕺 
";Bot
247702;2018-02-09 11:19:16.32 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;Não existe época melhor para dançar e se divertir com sua família e amigos.;Bot
247704;2018-02-09 11:19:20.49 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;"Tenho essas opções para te ajudar a encontrar um bloquinho de carnaval⬇
";Bot
247709;2018-02-09 11:19:35.17 -02:00;1786606771401443@messenger.gw.msging.net;carnabelo@msging.net;MenuEnviarLocal;User
247716;2018-02-09 11:19:51.91 -02:00;1786606771401443@messenger.gw.msging.net;carnabelo@msging.net;pampulha;User
247718;2018-02-09 11:19:54.89 -02:00;carnabelo@msging.net;1786606771401443@messenger.gw.msging.net;Dá uma olhada no que encontrei para você por lá.  👀;Bot
